file_name,label
100517,1
100518,0
100519,0
100520,0
100521,0
100522,1
100523,0
100524,0
100525,0
100526,0
100528,0
10053,0
100530,8
100531,0
100532,0
100533,0
100534,0
100535,0
100536,0
100537,0
100538,0
100539,0
10054,1
100540,0
100541,3
100543,3
100544,0
100545,0
100546,0
100547,0
100548,0
100549,1
10055,1
100550,0
100551,0
100552,0
100553,0
100554,0
100555,0
100557,0
100558,3
10056,1
100560,0
100564,0
100567,3
100568,0
100569,0
10057,0
100570,0
100571,2
100573,0
100574,0
100575,0
100576,1
100577,3
100579,0
10058,0
100580,3
100581,0
100584,0
100585,0
100586,0
100587,0
100589,0
10059,0
100590,0
100591,0
100592,0
100593,0
100594,0
100595,2
100596,1
100597,0
100598,3
100599,1
10060,1
100600,0
100601,0
100602,1
100603,0
100604,0
100605,1
100606,3
100607,0
100608,0
100609,0
10061,7
100610,0
100612,0
100614,0
100615,0
100616,2
100617,0
100620,0
100621,2
100623,0
100626,0
100629,3
100632,0
100633,0
100634,0
100635,1
100636,0
100637,0
100638,0
100639,0
100640,0
100645,0
100646,0
100647,0
10065,0
100651,2
100652,0
100653,0
100654,3
100655,0
100656,0
100657,3
100659,2
100660,2
100663,0
100664,0
100665,0
100666,0
100667,0
100669,0
10067,0
100670,0
100671,1
100672,0
100673,0
100674,0
100675,0
100676,0
100677,0
100679,0
10068,0
100681,0
100682,0
100683,0
100684,0
100685,0
100686,0
100687,0
100688,0
100689,0
10069,0
100690,0
100691,0
100692,0
100693,1
100694,0
100695,6
1007,0
100700,0
100703,3
10071,0
100711,0
10072,0
100728,0
100729,0
10073,0
100730,0
100764,0
100766,0
100767,0
100768,3
100769,0
100770,0
100771,0
100772,1
100774,0
100775,0
100776,0
100777,3
100778,0
100779,0
10078,7
100780,0
100781,0
100782,0
100783,2
100784,0
100786,0
100789,0
100790,0
100791,0
100792,0
100793,0
100794,0
100795,0
100796,0
100797,0
100798,0
100799,0
1008,0
100800,0
100801,0
100802,0
100803,0
100804,0
100806,0
100807,0
100808,0
100809,0
10081,0
100810,0
100811,0
100812,0
100813,0
100814,0
100815,0
100816,1
100817,0
100818,1
100819,0
10082,0
100820,0
100821,0
100822,0
100823,0
100824,0
100825,0
100826,0
100827,0
100828,0
100829,0
10083,0
100830,0
100831,0
100832,1
100833,1
100834,0
100835,0
100836,0
100838,0
10084,0
100840,0
100841,1
100844,0
100846,0
100847,0
100849,0
10085,0
100850,0
100852,0
100853,0
100854,0
100855,0
100856,2
100858,0
100859,0
10086,0
100860,0
100861,0
100862,1
100863,0
100864,0
100865,0
100866,0
100868,1
100869,0
10087,0
100870,0
100872,0
100873,1
100874,0
100875,0
100876,0
100877,0
100878,5
100879,0
10088,0
100880,0
100881,0
100882,0
100883,2
100885,0
100886,0
100887,1
100888,0
100889,0
10089,0
100890,0
100891,0
100892,0
100893,2
100894,2
100895,0
1009,0
100900,2
100901,0
100909,0
100910,0
100912,0
100913,0
100914,1
100915,0
100916,0
100917,0
100918,0
100919,4
100920,4
100922,0
100923,0
100924,0
100925,0
100926,1
100927,0
100928,0
100929,0
100930,0
100931,1
100932,0
100936,0
100937,0
100938,0
100939,2
100940,0
100941,2
100942,0
100943,0
100944,0
100945,0
100946,0
100947,1
100948,0
100949,0
10095,0
100950,0
100951,0
100952,1
100953,0
100954,0
100955,0
100956,0
100957,0
100958,0
100959,0
10096,0
100961,3
100965,3
100966,0
100967,0
100968,0
100969,0
100970,0
100971,1
100972,0
100973,0
100974,0
100975,0
100976,0
100978,0
100979,3
10098,0
100984,8
100985,0
100986,0
100987,0
100988,0
100989,0
100990,0
100991,0
100992,0
100993,0
100995,3
100997,0
100998,0
100999,3
101,0
1010,0
10100,0
101000,0
101001,0
101004,1
101005,0
101006,0
101007,0
101008,0
10101,1
101010,0
101011,0
101012,3
101014,0
101015,0
101017,3
101018,1
101020,0
101021,0
101022,0
101023,0
101024,2
101027,0
101028,0
101029,0
101030,0
101031,0
101032,2
101033,1
101034,0
101035,1
101036,0
101037,0
101038,1
101039,0
10104,0
101040,0
101041,3
101042,0
101043,0
101044,0
101046,0
101047,0
101048,0
10105,0
101051,0
101052,0
101053,2
101055,0
101058,0
10106,0
101061,3
101064,0
101065,0
101066,1
101067,0
101068,0
101069,0
101070,0
101075,0
101076,0
101077,0
101078,0
101079,3
10108,0
101080,0
101081,0
101082,3
101084,2
101086,0
101087,0
101088,0
101089,0
101090,0
101092,0
101093,0
101094,1
101095,0
101096,0
101097,0
101098,0
1011,2
10110,0
101100,6
101101,2
101102,0
101103,0
101104,0
101105,0
101106,1
101107,0
101108,0
10111,0
101110,0
101112,0
101113,0
101114,0
101115,0
101116,0
101117,0
101118,0
101119,0
10112,0
101120,0
101124,3
101126,0
101127,0
101129,0
10113,0
10114,2
101158,0
101159,2
10116,0
101160,0
101162,0
101165,0
10117,0
101170,0
101171,0
101172,0
101173,3
101174,0
101175,0
101176,0
101177,0
101178,1
10118,0
101180,2
101181,0
101182,0
101183,0
101184,3
101186,0
101187,0
101188,0
10119,0
101190,0
101192,0
101193,0
101194,0
101195,0
101196,0
101197,0
101198,0
101199,0
1012,0
10120,1
101200,4
101205,0
101206,0
101208,0
101209,0
10121,0
101210,0
101211,0
101212,0
101213,0
101214,0
101216,0
101218,0
101219,0
10122,0
101221,0
101222,0
101223,0
101224,0
101226,0
101227,0
101228,0
101229,0
10123,0
101230,2
101231,9
101234,4
101236,0
101237,0
101238,0
101239,1
101240,1
101241,0
101242,0
101243,0
101244,0
101245,0
101246,0
101247,0
101248,0
101249,0
10125,0
101254,0
101258,0
101259,0
101260,0
101261,0
101262,0
101263,0
101265,0
101266,0
101267,0
101268,0
101269,0
10127,0
101270,0
101271,0
101272,0
101273,0
101274,1
101275,1
101276,0
101277,0
101278,0
101279,0
101281,0
101282,1
101285,0
101287,0
101288,0
10129,1
101290,0
101292,0
101293,0
101294,0
101295,0
101296,2
101298,0
101299,0
1013,0
10130,1
101300,0
101301,0
101302,0
101303,0
101304,1
101305,0
101306,0
101307,0
101309,1
10131,0
101310,0
101311,0
101313,0
101314,1
101315,1
101316,0
101318,0
101319,0
10132,1
101320,1
101321,0
101322,0
101323,0
101324,0
101325,0
101326,5
101327,0
101328,0
101329,0
10133,0
101330,0
101331,2
101332,0
101333,0
101334,0
101335,0
101336,0
10134,0
101347,0
101348,0
101349,1
10135,0
101351,0
101352,0
101353,2
101354,3
101355,0
101356,0
101357,0
101358,0
101359,0
10136,0
101360,1
101361,0
101364,3
101365,0
101366,3
101367,0
10137,0
101372,0
101373,0
101374,0
101375,0
101376,0
101377,0
101378,0
101379,4
10138,0
101380,4
101381,0
101382,0
101383,0
101384,1
101385,0
10139,0
101391,0
101392,0
101393,0
101394,0
101395,2
101396,0
101397,0
101398,0
101399,2
1014,0
10140,0
101402,0
101403,0
101404,0
101405,0
101406,0
101407,0
101408,0
101409,0
10141,0
101410,1
101411,0
101412,0
101413,0
101414,0
101415,0
101416,1
101417,0
101418,1
101419,0
10142,0
101420,0
101421,0
101422,0
101423,0
101424,0
101426,0
101427,0
101428,0
101429,0
10143,2
101430,8
101431,0
101432,0
101434,0
101436,0
101437,0
101438,0
101439,0
10144,0
101440,0
101441,0
101442,1
101443,0
101444,0
101446,3
101448,3
101449,0
10145,0
101450,0
101451,0
101452,0
101455,0
101458,0
101459,0
10146,0
101460,0
101461,0
101462,0
101463,0
101464,3
101465,0
101466,0
101467,3
101468,1
101469,0
10147,0
101470,0
101471,0
101472,0
101473,0
101474,0
101475,0
101476,2
101479,2
10148,0
101480,1
101482,1
101483,0
101484,0
101485,1
101486,3
101487,0
101489,0
10149,2
101490,0
101491,2
101492,0
101493,2
101495,0
101498,0
10150,2
101501,3
101504,0
101505,1
101506,0
101507,0
101508,0
101509,0
101510,0
101512,0
101513,0
101514,0
101516,0
101517,0
101518,2
101519,2
101520,3
101521,0
101522,0
101523,3
101525,2
101527,0
101528,0
101529,0
10153,0
101530,0
101531,0
101533,0
101534,0
101535,0
101536,0
101537,2
101538,0
101539,0
10154,0
101540,0
101541,0
101542,1
101543,0
101544,6
101545,0
101546,0
101547,2
10155,0
101550,0
101552,0
101553,1
101554,0
101555,0
101556,0
101557,0
101558,0
10156,0
101561,0
101562,0
101563,0
101564,0
101565,0
101566,0
101567,0
101568,0
101569,0
10157,0
101570,3
101572,0
101573,0
101575,1
101578,0
10158,0
10159,0
101594,0
1016,0
10160,0
10161,2
101611,0
101627,3
10163,9
101637,0
101638,0
101639,0
101640,0
10165,1
101674,0
101675,0
101676,2
101679,0
101680,0
101682,0
101683,2
101684,9
101687,0
10169,2
101690,0
101691,0
101692,2
101693,0
101694,0
101695,0
101696,0
101697,0
101698,0
101699,0
1017,0
10170,2
101700,0
101701,0
101702,0
101703,0
101704,0
101705,0
101706,1
101707,0
101708,1
101709,0
101710,0
101711,0
101717,2
10172,0
101722,0
101723,0
101724,0
101725,0
101726,1
101727,0
101728,4
101729,4
101730,0
101731,1
101732,0
101733,0
101734,0
101735,0
101736,1
101737,0
101741,0
101743,0
101744,0
101745,0
101746,2
101747,0
101749,0
101751,2
101752,0
101753,0
101754,0
101755,0
101756,0
101757,0
101758,0
101759,0
101760,1
101761,0
101762,0
101763,0
101764,1
101765,0
101766,0
101767,0
101768,0
101769,0
10177,0
101770,0
101771,0
101774,8
101776,0
101777,0
101778,0
101779,0
101780,0
101781,0
101782,0
101783,0
101784,0
101786,3
101788,0
101789,0
10179,3
101790,3
101791,0
101792,0
101795,1
101796,0
101797,0
101798,0
101799,0
101801,3
101804,3
101805,0
101806,0
101807,0
101808,0
101809,0
101810,1
101811,0
101812,0
101813,0
101814,0
101815,0
101817,0
101818,3
101819,0
10182,0
101820,3
101822,0
101823,0
101825,3
101826,1
101828,0
101829,0
10183,0
101830,0
101831,0
101832,2
101834,0
101836,0
101837,0
101838,0
101839,0
10184,1
101840,0
101841,2
101842,1
101843,0
101845,1
101846,0
101847,0
101848,0
101849,1
10185,0
101850,0
101851,0
101852,3
101853,0
101854,0
101855,0
101857,0
101858,0
101859,0
10186,0
101860,0
101861,0
101862,0
101863,2
101864,0
101865,0
101866,0
101867,0
101868,5
101869,0
10187,0
101870,0
101871,0
101872,0
101873,2
101875,0
101876,2
101877,0
101878,0
101879,0
10188,0
101880,0
101881,2
101882,0
101883,0
101884,2
101888,0
101889,0
10189,0
101890,0
101891,0
101892,0
101893,0
101896,2
101897,0
101898,0
101899,2
10190,0
101901,0
101904,0
101907,3
10191,0
101910,0
101911,0
101912,0
101913,1
101914,0
101915,0
101916,0
101917,0
10192,0
101922,0
101923,0
101924,0
101925,6
101926,0
101927,0
101928,0
101929,0
101930,0
101931,0
101933,0
101934,0
101935,0
101937,0
101938,0
101939,3
101940,1
101941,0
101943,0
101944,0
101946,0
101947,3
101948,0
101949,3
101950,2
101951,0
101952,0
101953,0
101954,0
101955,0
101956,1
101957,0
101958,0
101959,0
10196,0
101960,0
101961,0
101962,0
101964,0
101966,0
101967,0
10197,0
10198,0
10199,0
101997,0
101999,2
102,0
10200,6
102002,0
102005,0
102006,0
102009,0
102010,3
102011,0
102012,0
102013,0
102014,0
102015,0
102016,1
102018,0
102019,0
10202,0
102020,0
102021,0
102022,3
102023,0
102025,0
102026,0
102027,0
102028,0
10203,0
102030,0
102032,0
102034,0
102035,0
102036,2
102037,0
102038,0
102039,0
102041,0
102042,0
102043,0
102044,0
102046,0
102047,0
102048,0
102049,2
10205,0
102053,0
102054,1
10206,0
102060,0
102063,0
102064,0
102065,2
102066,0
102067,0
102068,0
102069,1
10207,0
102070,0
102071,0
102073,0
102074,0
102075,0
102076,0
102077,0
102078,1
102079,0
10208,0
102080,0
102081,0
102082,0
102083,0
102084,0
102085,0
102086,0
102087,0
102088,0
102089,0
10209,1
102090,0
102091,1
102092,0
102093,1
102094,0
102095,0
102096,0
102097,0
102098,0
102099,0
1021,1
10210,0
102103,2
102104,0
102110,0
102111,0
102114,0
102115,0
102116,0
102117,1
102118,0
102119,0
10212,0
102120,0
102121,0
102122,0
102123,4
102124,4
102126,0
102127,0
102128,0
102129,0
10213,2
102130,1
102131,0
102132,0
102133,0
102134,0
102135,1
102136,0
102140,0
102141,0
102142,0
102143,2
102144,0
102145,2
102146,3
102148,0
102149,3
102150,0
102151,0
102152,0
102153,0
102154,0
102155,0
102156,0
102157,1
102158,0
102159,0
102160,0
102161,0
102162,1
102163,0
102164,1
102165,0
102166,0
102167,0
102168,0
102169,0
102170,0
102172,0
102173,0
102174,0
102175,0
102179,0
102180,0
102181,0
102182,1
102184,0
102185,8
102186,0
102187,0
102188,0
102190,0
102191,0
102193,0
102194,0
102195,0
102196,0
102197,0
102198,0
102199,0
1022,1
102200,3
102202,3
102203,0
102204,0
102205,0
102206,0
102209,0
102210,0
102211,0
102213,3
102215,3
102216,0
102217,3
102218,1
10222,0
102220,0
102221,0
102222,0
102224,2
102230,0
102231,0
102232,2
102233,1
102234,0
102236,1
102237,0
102238,0
102239,0
10224,0
102240,1
102241,0
102242,0
102243,3
102244,0
102245,0
102246,0
102248,0
102249,0
10225,0
102252,0
102253,0
102254,0
102255,0
102256,0
102257,0
102258,1
10226,0
102260,1
102261,0
102262,0
102263,0
102264,0
102266,1
10227,2
102271,0
102272,0
102274,0
102276,0
102277,0
102278,0
102279,0
10228,0
102280,2
102282,0
102283,0
102284,0
102285,0
102286,0
102287,0
102288,0
102289,0
102290,1
102291,0
102292,0
102293,0
102295,1
102296,0
102297,0
102298,0
102299,0
1023,0
102300,0
102302,0
102304,0
102305,0
102306,0
102307,0
102308,0
102309,0
102310,1
102311,0
102312,2
102313,0
102314,0
102315,0
102316,5
102317,0
102318,0
102319,0
10232,0
102320,0
102321,2
102323,0
102324,0
102325,0
102326,2
102327,2
102328,0
102329,0
10233,0
102330,0
102331,0
102332,3
102333,0
102334,0
102335,3
102337,2
102338,2
102341,0
102342,0
102343,0
102344,0
102345,0
102347,0
102348,0
102349,0
102350,1
102351,0
102352,0
102353,0
102354,0
102355,0
102356,0
102357,0
102358,9
102359,1
10236,2
102360,0
102361,0
102362,0
102363,0
102364,0
102367,0
102368,6
102369,2
10237,0
102370,2
102375,0
102376,0
102377,0
102378,1
102379,0
10238,0
102380,0
102382,0
102383,0
102384,0
102387,0
102388,0
102389,0
10239,1
102390,0
102391,0
102392,0
102393,0
102394,0
102395,0
102396,0
102398,1
102399,0
1024,0
10240,0
102400,0
102404,0
102406,3
102409,0
10241,0
102410,0
102412,0
102414,0
102416,0
10242,0
10243,0
10244,0
102444,0
102445,0
102447,0
102448,0
102449,0
10245,4
102450,2
102451,0
10246,4
102460,0
102464,0
102465,0
102466,1
102467,0
102468,0
102469,0
10247,0
102470,0
102471,0
102472,4
102473,4
102475,0
102476,0
102477,1
102478,0
102479,0
10248,0
102480,0
102481,0
102482,1
102485,0
102486,0
102487,0
102488,2
102489,0
10249,0
102490,2
102491,3
102493,0
102494,3
102495,0
102496,0
102497,0
102498,0
102499,0
1025,0
10250,0
102500,1
102501,0
102502,0
102503,0
102504,0
102505,1
102506,0
102507,0
102508,0
102509,0
10251,1
102510,0
102511,0
102513,0
102514,0
102515,0
102516,0
102519,0
10252,0
102521,0
102522,0
102524,0
102525,0
102528,8
102529,0
10253,0
102530,0
102531,0
102533,0
102534,0
102536,0
102537,1
102538,0
102539,0
10254,0
102540,0
102541,0
102542,0
102543,0
102544,0
102545,3
102547,3
102548,0
102549,0
10255,0
102550,0
102552,0
102554,0
102555,0
102556,0
102557,3
10256,0
102561,0
102562,0
102563,2
102566,0
102567,2
102568,1
102569,0
10257,0
102571,3
102572,1
102573,0
102574,0
102575,0
102576,1
102577,0
102578,1
102579,0
10258,1
102580,3
102581,0
102582,0
102583,0
102584,0
102586,0
102588,0
10259,0
102594,0
102595,0
102596,0
102597,0
102598,2
102599,0
1026,0
10260,0
102600,0
102601,0
102602,0
102603,0
102604,3
102605,2
102607,0
102608,0
102609,0
10261,0
102611,0
102612,0
102613,0
102614,0
102616,1
102617,0
102618,0
102619,6
10262,0
102621,0
102622,0
102623,1
102624,3
102625,0
102626,0
102627,1
102651,0
102653,2
102656,0
102657,0
102659,0
10266,0
102660,0
102661,0
102664,0
102665,0
102666,0
102667,0
102670,0
102671,0
102672,0
102675,0
102676,0
102677,0
10268,3
102681,0
102682,0
102683,0
102684,0
102685,2
102686,9
102687,1
102688,0
10269,0
102690,2
102691,1
102692,0
102693,1
102694,0
102695,0
102696,0
102697,2
102698,0
102699,0
1027,1
10270,0
102700,0
102701,0
102702,0
102704,0
102705,1
102706,1
102707,1
102708,0
102709,0
10271,0
102710,0
102712,0
102713,0
102717,0
102718,1
10272,0
102723,0
102726,0
102727,0
102728,0
102729,0
10273,0
102730,0
102731,0
102732,2
102733,0
102734,0
102735,0
102736,0
102737,0
102738,0
102739,0
10274,1
102741,0
102742,0
102743,0
102744,0
102745,0
102746,1
102747,0
102748,0
102749,0
10275,0
102750,0
102751,0
102752,0
102753,1
102754,0
102755,1
102756,0
102757,0
102758,0
102759,0
10276,0
102760,0
102761,2
102762,0
10277,0
102771,0
102775,0
102776,0
102777,1
102778,0
102779,0
10278,1
102780,0
102781,0
102782,4
102783,4
102785,0
102786,0
102787,1
102788,0
102789,0
10279,0
102790,0
102791,0
102792,2
102793,2
102794,3
102795,0
102796,3
102797,0
102798,0
102799,0
1028,0
10280,0
102800,0
102801,0
102802,0
102803,0
102804,0
102805,1
102806,0
102807,0
102808,0
102809,0
10281,0
102810,0
102811,0
102812,0
102814,1
102815,0
102816,0
102817,0
102818,0
10282,0
102823,0
102824,0
102826,0
102827,0
102829,0
10283,0
102833,0
102834,0
102835,0
102836,0
102838,0
10284,0
102840,0
102841,0
102842,0
102844,0
102845,0
102846,1
102847,0
102848,1
102849,0
10285,0
102850,0
102851,0
102852,0
102853,0
102854,0
102855,0
102856,0
102857,3
102859,8
102860,3
102861,0
102862,0
102863,0
102864,0
102866,0
102868,0
102869,0
10287,0
102870,0
102871,0
102874,0
102875,3
102877,0
102878,2
102879,0
10288,0
102880,0
102881,1
102882,0
102883,3
102884,0
102885,0
102886,0
102887,1
102888,0
102889,1
10289,0
102890,0
102891,3
102892,0
102893,0
102894,0
102896,0
102897,0
102899,0
1029,0
10290,0
102906,0
102907,0
102908,0
102909,1
102910,0
102911,0
102912,0
102915,0
102917,0
102918,0
102920,0
102922,0
102923,0
102924,0
102925,0
102926,1
102927,0
102928,0
102929,0
10293,0
102930,0
102931,0
102932,1
102934,0
102935,0
102936,0
102938,1
10294,0
102940,0
102941,0
102942,0
102943,2
102944,0
102945,0
102947,0
102949,1
10295,0
102950,1
102951,0
102952,0
102953,0
102954,0
102955,0
102956,0
102957,0
102958,1
102959,0
10296,0
102960,0
102961,0
102962,0
102963,2
102964,0
102965,0
102966,0
102967,5
102968,0
102969,0
10297,0
102970,0
102971,0
102972,2
102974,0
102975,0
102976,0
102977,0
102978,0
102979,2
102980,2
102981,0
102982,0
102983,3
102984,0
102985,0
102986,3
102988,2
102989,2
102992,0
102993,0
102994,0
102995,0
102996,0
102998,0
102999,0
103,0
1030,0
103000,0
103001,1
103002,0
103003,0
103004,0
103005,0
103006,0
103007,0
103008,0
103011,0
103012,0
103013,0
103014,0
103015,0
103016,0
10302,0
103020,6
103021,2
103022,0
103023,2
103027,0
10303,0
103030,3
103033,0
103034,0
103035,0
103036,1
103037,0
103038,0
103039,0
10304,0
103040,0
103045,0
103046,0
103047,0
103048,0
10305,0
103050,0
103051,0
103052,0
103053,0
103054,0
103055,0
103056,0
103057,0
103058,0
103060,0
103061,0
103065,0
103066,0
103067,3
103068,1
103071,0
103072,0
103073,1
103074,0
103075,0
103078,2
103080,1
103081,0
103082,0
103084,0
103086,0
103087,0
10309,0
1031,2
10310,0
10311,3
103119,0
10312,0
103121,2
103124,0
103126,0
10313,0
103130,0
103131,3
103132,0
103133,0
103135,0
103136,0
103137,0
103138,0
103139,0
10314,1
103140,0
103141,0
103142,0
103143,2
103144,0
103145,0
103146,0
103148,0
103149,0
10315,0
103150,0
103152,0
103154,0
103155,0
103156,0
103157,0
103158,0
103159,0
10316,0
103160,0
103161,0
103163,0
103166,0
103167,0
103168,0
103169,0
103170,2
103182,0
103183,1
103188,0
103189,2
103190,0
103191,0
103192,0
103193,0
103194,1
103195,0
103196,0
103198,0
103199,2
10320,8
103200,0
103201,0
103202,0
103203,0
103204,1
103205,0
103207,0
103208,0
103212,0
103213,0
103215,0
103216,0
103217,0
103218,0
103219,0
10322,0
103220,0
103221,0
103222,0
103223,0
103224,0
103225,0
103226,0
103227,0
103228,1
103229,0
10323,0
103230,1
103231,0
103233,2
103234,1
103236,1
103237,0
103238,0
103239,0
103240,1
103241,0
103242,0
103243,7
103245,0
103246,0
103247,0
103248,0
103249,0
10325,3
103250,0
103251,1
103252,1
103253,1
103254,0
103255,0
103256,0
103257,0
103258,0
103259,0
10326,1
103260,0
103261,1
103262,2
103264,0
103272,0
103275,0
103276,0
10328,0
103280,0
103281,0
103282,1
103283,0
103284,0
103285,0
103286,0
103287,0
103288,4
103289,4
10329,0
103290,0
103292,0
103293,0
103294,0
103295,0
103296,0
103297,1
103298,0
1033,0
10330,0
103300,0
103305,0
103306,0
103307,2
103308,0
103309,2
10331,0
103310,3
103312,0
103314,3
103315,0
103316,0
103317,0
103318,0
103319,0
10332,0
103320,0
103321,1
103322,0
103323,0
103324,0
103325,0
103326,0
103327,1
103328,0
103329,1
10333,0
103330,0
103331,0
103332,0
103333,0
103335,0
103336,0
103337,0
103338,0
103340,0
103341,0
103344,0
103345,8
103346,0
103347,0
103348,0
103349,0
103350,0
103352,0
103353,0
103355,3
103356,1
103357,0
103358,0
103359,0
103360,0
103361,0
103362,0
103363,2
103364,0
103365,0
103366,0
103367,0
103368,0
103369,0
10337,0
103370,0
103371,0
103372,0
103373,0
103374,0
103375,1
103377,1
103378,0
103379,0
10338,0
103380,0
103381,0
103383,0
103384,1
103387,0
103388,0
10339,0
103390,0
103392,0
103393,0
103394,0
103395,0
103396,2
103398,0
103399,0
1034,2
10340,0
103400,0
103401,0
103402,0
103403,0
103404,0
103405,0
103406,1
103407,0
103408,0
103409,0
10341,0
103411,1
103412,0
103413,0
103414,0
103415,0
103416,0
103418,0
103419,0
10342,2
103420,1
103421,1
103422,0
103423,0
103424,0
103425,0
103426,0
103427,1
103429,0
10343,0
103430,0
103431,0
103432,0
103433,0
103434,0
103435,0
103436,0
103437,0
103438,0
103439,2
10344,1
103440,0
103442,0
103443,0
103444,0
103445,5
103446,0
103447,0
103448,0
103449,0
10345,0
103450,2
103451,0
103452,0
103453,0
103454,2
103455,2
103456,0
103457,0
103458,3
103459,0
10346,1
103460,0
103461,3
103463,2
103464,2
103467,0
103468,0
103469,0
103470,0
103471,0
103473,0
103474,0
103475,0
103476,1
103477,0
103478,0
103479,0
10348,0
103480,0
103481,0
103482,0
103483,1
103484,0
103486,0
103487,0
103488,1
103489,0
103490,0
103491,0
103492,0
103496,2
103497,0
103498,2
1035,0
10350,3
103501,0
103504,3
103506,0
103507,0
103508,0
103509,0
10351,0
103510,0
103511,0
103512,0
103513,0
103518,0
103519,1
10352,0
103520,0
103521,6
103522,0
103523,0
103525,0
103527,0
103528,0
103529,0
103530,0
103531,0
103532,0
103533,0
103535,0
103536,0
103537,0
10354,3
103542,3
103545,0
103546,0
103547,3
103548,0
103549,1
10355,0
103550,0
103551,0
103553,3
103555,0
103556,0
103557,0
103558,2
103559,1
103560,0
103561,1
103562,0
103563,0
103564,1
103566,0
103568,0
103569,3
